#,Posession: Complete release,Possesion: partial,Artist,Name,Funding,Founder,ID KvX,Artist2,Title,Label,Year,Country,Styles,KvX link,Discogs Link1,KvX link,Discogs Link2,Join,Alternate Files Found On Soulseek,Notes,Check zips (admin)
1812,TRUE,FALSE,"Jus Us, Loreall",T.T. Lover,100%,hz_daain,9434,"Jus Us, Loreall",T.T. Lover,Direct Hit Entertainment Inc.,1992,USA,House,"https://kollektivx.com/music-legacy-projects/9434-Jus-Us,-Loreall-T.T.-Lover",https://www.discogs.com/release/69819,"https://kollektivx.com/music-legacy-projects/9434-Jus-Us,-Loreall-T.T.-Lover",https://www.discogs.com/release/69819,"Jus Us, LoreallT.T. Lover",,,9434
1813,TRUE,FALSE,Pete Moss,The Shoreline EP,100%,FrozenVz,9436,Pete Moss,The Shoreline EP,Ritual Recordings,1999,USA,Deep House,https://kollektivx.com/music-legacy-projects/9436-Pete-Moss-The-Shoreline-Ep,https://www.discogs.com/release/81,https://kollektivx.com/music-legacy-projects/9436-Pete-Moss-The-Shoreline-Ep,https://www.discogs.com/release/81,Pete MossThe Shoreline EP,,,9436
1814,TRUE,FALSE,United State Of Colour,Telephone Affair,100%,bagi,9438,United State Of Colour,Telephone Affair,On Record (2),1991,South Africa,"African, House",https://kollektivx.com/music-legacy-projects/9438-United-State-Of-Colour-Telephone-Affair,https://www.discogs.com/release/3344392,https://kollektivx.com/music-legacy-projects/9438-United-State-Of-Colour-Telephone-Affair,https://www.discogs.com/release/3344392,United State Of ColourTelephone Affair,,,9438
1815,TRUE,FALSE,Frendzy,Can't Stop,100%,bete,9447,Frendzy,Can't Stop,Walking Man Records,1992,UK,"Ragga, House, Progressive House",https://kollektivx.com/music-legacy-projects/9447-Frendzy-Cant-Stop,https://www.discogs.com/release/933677,https://kollektivx.com/music-legacy-projects/9447-Frendzy-Cant-Stop,https://www.discogs.com/release/933677,FrendzyCan't Stop,,,9447
1816,TRUE,FALSE,N + C,4 2 Go / Moreia,100%,danjo,9448,N + C,4 2 Go / Moreia,Kami Khazz,,Portugal,Downtempo,https://kollektivx.com/music-legacy-projects/9448-N-+-C-4-2-Go-Moreia,https://www.discogs.com/release/7496682,https://kollektivx.com/music-legacy-projects/9448-N-+-C-4-2-Go-Moreia,https://www.discogs.com/release/7496682,N + C4 2 Go / Moreia,,,9448
1817,TRUE,FALSE,Dance Time,Ritmo,100%,Otis,9457,Dance Time,Ritmo,Soundtrack Record,1990,Italy,House,https://kollektivx.com/music-legacy-projects/9457-Dance-Time-Ritmo,https://www.discogs.com/release/560242,https://kollektivx.com/music-legacy-projects/9457-Dance-Time-Ritmo,https://www.discogs.com/release/560242,Dance TimeRitmo,,,9457
1818,TRUE,FALSE,Unknown Artist,Untitled,100%,SneezeDebris,9460,Unknown Artist,Untitled,Not On Label,1998,UK,"UK Garage, Speed Garage",https://kollektivx.com/music-legacy-projects/9460-Unknown-Artist-Untitled,https://www.discogs.com/release/882015,https://kollektivx.com/music-legacy-projects/9460-Unknown-Artist-Untitled,https://www.discogs.com/release/882015,Unknown ArtistUntitled,,,9460
1819,TRUE,FALSE,Various,Summerdaze,100%,phillipadsmith,9485,Various,Summerdaze,NRK Sound Division,2006,UK,"Tribal House, Latin, Dub, Deep House",https://kollektivx.com/music-legacy-projects/9485-Various-Summerdaze,https://www.discogs.com/release/740173,https://kollektivx.com/music-legacy-projects/9485-Various-Summerdaze,https://www.discogs.com/release/740173,VariousSummerdaze,,,9485
1820,TRUE,FALSE,Unknown Artist,Positive Education 004,100%,Zelda,9489,Unknown Artist,Positive Education 004,Positive Education,1999,France,"Tech House, House",https://kollektivx.com/music-legacy-projects/9489-Unknown-Artist-Positive-Education-004,https://www.discogs.com/release/26830370,https://kollektivx.com/music-legacy-projects/9489-Unknown-Artist-Positive-Education-004,https://www.discogs.com/release/26830370,Unknown ArtistPositive Education 004,,,9489
1821,FALSE,FALSE,Master T (2),Hero Of Cairo,100%,vanishvanish,9498,Master T (2),Hero Of Cairo,Sing Song Records,,Belgium,New Beat,https://kollektivx.com/music-legacy-projects/9498-Master-T-Hero-Of-Cairo,https://www.discogs.com/release/8613486,https://kollektivx.com/music-legacy-projects/9498-Master-T-Hero-Of-Cairo,https://www.discogs.com/release/8613486,Master T (2)Hero Of Cairo,,,
1822,TRUE,FALSE,African Paradigms,African Paradigms City 1,100%,Atlas,9499,African Paradigms,African Paradigms City 1,African Paradigms,1995,South Africa,"Kwaito, African",https://kollektivx.com/music-legacy-projects/9499-African-Paradigms-African-Paradigms-City-1,https://www.discogs.com/release/25660585,https://kollektivx.com/music-legacy-projects/9499-African-Paradigms-African-Paradigms-City-1,https://www.discogs.com/release/25660585,African ParadigmsAfrican Paradigms City 1,,,9499
1823,TRUE,FALSE,Soft keys,Bubbles,100%,Atlas,9500,Soft keys,Bubbles,Promo Music,1993,Italy,House,https://kollektivx.com/music-legacy-projects/9500-Soft-Keys-Bubbles,https://www.discogs.com/release/1537839,https://kollektivx.com/music-legacy-projects/9500-Soft-Keys-Bubbles,https://www.discogs.com/release/1537839,Soft keysBubbles,,,9500
1824,TRUE,FALSE,Eddie S.,The Sounds Of House  Volume 3,100%,bagi,9508,Eddie S.,The Sounds Of House  Volume 3,Sneak Tip Records,1996,USA,House,https://kollektivx.com/music-legacy-projects/9508-Eddie-S.-The-Sounds-Of-House-Volume-3,https://www.discogs.com/release/344458,https://kollektivx.com/music-legacy-projects/9508-Eddie-S.-The-Sounds-Of-House-Volume-3,https://www.discogs.com/release/344458,Eddie S.The Sounds Of House  Volume 3,,,9508
1825,TRUE,FALSE,Secret Life,Spanish Lullaby,100%,bgifudge,9512,Secret Life,Spanish Lullaby,No Fixed Abode,1991,UK,"House, Dub",https://kollektivx.com/music-legacy-projects/9512-Secret-Life-Spanish-Lullaby,https://www.discogs.com/release/109831,https://kollektivx.com/music-legacy-projects/9512-Secret-Life-Spanish-Lullaby,https://www.discogs.com/release/109831,Secret LifeSpanish Lullaby,,,9512
1826,TRUE,FALSE,Hands Free DJ,Untitled,100%,Chaloupeur,9513,Hands Free DJ,Untitled,Ghetto Ruff,,South Africa,"Kwaito, House",https://kollektivx.com/music-legacy-projects/9513-Hands-Free-Dj-Untitled,https://www.discogs.com/release/11804792,https://kollektivx.com/music-legacy-projects/9513-Hands-Free-Dj-Untitled,https://www.discogs.com/release/11804792,Hands Free DJUntitled,,,9513
1827,TRUE,FALSE,"Lello B., Daniele Gas",Tabu',100%,hz_daain,9514,"Lello B., Daniele Gas",Tabu',Out,1993,Italy,"Deep House, House","https://kollektivx.com/music-legacy-projects/9514-Lello-B.,-Daniele-Gas-Tabu",https://www.discogs.com/release/410497,"https://kollektivx.com/music-legacy-projects/9514-Lello-B.,-Daniele-Gas-Tabu",https://www.discogs.com/release/410497,"Lello B., Daniele GasTabu'",,,9514
1828,TRUE,FALSE,Various,Volume 3 Number 1,100%,M,9516,Various,Volume 3 Number 1,Disconet Program Service,1979,USA,"Funk, Disco",https://kollektivx.com/music-legacy-projects/9516-Various-Volume-3-Number-1,https://www.discogs.com/release/508215,https://kollektivx.com/music-legacy-projects/9516-Various-Volume-3-Number-1,https://www.discogs.com/release/508215,VariousVolume 3 Number 1,,,9516
1829,TRUE,FALSE,Airfix (2),The Global Glue E.P.,100%,Amazonepaard,9517,Airfix (2),The Global Glue E.P.,Xtra Nova,1996,Belgium,"House, Trance",https://kollektivx.com/music-legacy-projects/9517-Airfix-2-The-Global-Glue-E.P.,https://www.discogs.com/release/88211,https://kollektivx.com/music-legacy-projects/9517-Airfix-2-The-Global-Glue-E.P.,https://www.discogs.com/release/88211,Airfix (2)The Global Glue E.P.,,,
1830,TRUE,FALSE,Strong Accents,Strong Enough,100%,retrotek,9525,Strong Accents,Strong Enough,"WEA, Loop Records (4)",1994,Sweden,"Acid, House",https://kollektivx.com/music-legacy-projects/9525-Strong-Accents-Strong-Enough,https://www.discogs.com/release/93010,https://kollektivx.com/music-legacy-projects/9525-Strong-Accents-Strong-Enough,https://www.discogs.com/release/93010,Strong AccentsStrong Enough,,,9525
1831,TRUE,FALSE,Rollets,Rollets,100%,gogodancer22,9529,Rollets,Rollets,Iempsa,1981,Peru,Disco,https://kollektivx.com/music-legacy-projects/9529-Rollets-Rollets,https://www.discogs.com/release/3449797,https://kollektivx.com/music-legacy-projects/9529-Rollets-Rollets,https://www.discogs.com/release/3449797,RolletsRollets,,,9529
1832,TRUE,FALSE,Mangrove,Atmosphere & Emotion,100%,danjo,9530,Mangrove,Atmosphere & Emotion,Big Time International,1991,Belgium,"Ambient, House, Techno",https://kollektivx.com/music-legacy-projects/9530-Mangrove-Atmosphere-&-Emotion,https://www.discogs.com/release/120726,https://kollektivx.com/music-legacy-projects/9530-Mangrove-Atmosphere-&-Emotion,https://www.discogs.com/release/120726,MangroveAtmosphere & Emotion,,,9530
1833,TRUE,FALSE,"Earth Deuley, Kito Kala",Black House / 2 Hours,100%,record1,9538,"Earth Deuley, Kito Kala",Black House / 2 Hours,Addictive Records,2002,USA,"Tribal House, Deep House","https://kollektivx.com/music-legacy-projects/9538-Earth-Deuley,-Kito-Kala-Black-House-2-Hours",https://www.discogs.com/release/75769,"https://kollektivx.com/music-legacy-projects/9538-Earth-Deuley,-Kito-Kala-Black-House-2-Hours",https://www.discogs.com/release/75769,"Earth Deuley, Kito KalaBlack House / 2 Hours",,,9538
1834,TRUE,FALSE,Kimani Wilson,Afro Kozmik Soul EP,100%,bgifudge,9541,Kimani Wilson,Afro Kozmik Soul EP,K2 Recordings,1999,USA,"Downtempo, House, Deep House, Breakbeat",https://kollektivx.com/music-legacy-projects/9541-Kimani-Wilson-Afro-Kozmik-Soul-Ep,https://www.discogs.com/release/239587,https://kollektivx.com/music-legacy-projects/9541-Kimani-Wilson-Afro-Kozmik-Soul-Ep,https://www.discogs.com/release/239587,Kimani WilsonAfro Kozmik Soul EP,,,9541
1835,TRUE,FALSE,"Bhundu Boys, Teque Nick",Bye Bye Stembi,100%,PsuedoBop,9548,"Bhundu Boys, Teque Nick",Bye Bye Stembi,Mango,1989,USA,"House, Tribal House, Deep House","https://kollektivx.com/music-legacy-projects/9548-Bhundu-Boys,-Teque-Nick-Bye-Bye-Stembi",https://www.discogs.com/release/1725387,"https://kollektivx.com/music-legacy-projects/9548-Bhundu-Boys,-Teque-Nick-Bye-Bye-Stembi",https://www.discogs.com/release/1725387,"Bhundu Boys, Teque NickBye Bye Stembi",,,9548
1836,TRUE,FALSE,Jackie Demerritt,What's Love (Got To Do With It),100%,Atlas,9553,Jackie Demerritt,What's Love (Got To Do With It),Circle (11),1984,USA,"Lovers Rock, Roots Reggae",https://kollektivx.com/music-legacy-projects/9553-Jackie-Demerritt-Whats-Love-(Got-To-Do-With-It),https://www.discogs.com/release/2487670,https://kollektivx.com/music-legacy-projects/9553-Jackie-Demerritt-Whats-Love-(Got-To-Do-With-It),https://www.discogs.com/release/2487670,Jackie DemerrittWhat's Love (Got To Do With It),,,9553
1837,TRUE,FALSE,J.A.M. (2),The Spell / World Peace,100%,freddo,9557,J.A.M. (2),The Spell / World Peace,Jazz Club,1996,USA,"Deep House, Downtempo",https://kollektivx.com/music-legacy-projects/9557-J.A.M.-The-Spell-World-Peace,https://www.discogs.com/release/423329,https://kollektivx.com/music-legacy-projects/9557-J.A.M.-The-Spell-World-Peace,https://www.discogs.com/release/423329,J.A.M. (2)The Spell / World Peace,,,9557
1838,TRUE,FALSE,Wildcat,Personal Reasons,100%,Xandy,9566,Wildcat,Personal Reasons,Not On Label,1991,UK,"Ragga, UK Street Soul, House",https://kollektivx.com/music-legacy-projects/9566-Wildcat-Personal-Reasons,https://www.discogs.com/release/3879229,https://kollektivx.com/music-legacy-projects/9566-Wildcat-Personal-Reasons,https://www.discogs.com/release/3879229,WildcatPersonal Reasons,,,9566
1839,TRUE,FALSE,Michael Jones (23),Peace And Love,100%,ogiorgos,9568,Michael Jones (23),Peace And Love,B.M.C.A.,1986,France,"African, Funk",https://kollektivx.com/music-legacy-projects/9568-Michael-Jones-23-Peace-And-Love,https://www.discogs.com/release/2059115,https://kollektivx.com/music-legacy-projects/9568-Michael-Jones-23-Peace-And-Love,https://www.discogs.com/release/2059115,Michael Jones (23)Peace And Love,,,9568
1840,TRUE,FALSE,Strategy,You're The Best,100%,Otis,9569,Strategy,You're The Best,Strategy Records,1993,UK,"House, Progressive House",https://kollektivx.com/music-legacy-projects/9569-Strategy-Youre-The-Best,https://www.discogs.com/release/347393,https://kollektivx.com/music-legacy-projects/9569-Strategy-Youre-The-Best,https://www.discogs.com/release/347393,StrategyYou're The Best,,,9569
1841,FALSE,FALSE,Ritmo Latino,Ritmo Latino,100%,djfruhschicht,9570,Ritmo Latino,Ritmo Latino,Move Your Body (2),1990,Italy,Italo House,https://kollektivx.com/music-legacy-projects/9570-Ritmo-Latino-Ritmo-Latino,https://www.discogs.com/release/1700287,https://kollektivx.com/music-legacy-projects/9570-Ritmo-Latino-Ritmo-Latino,https://www.discogs.com/release/1700287,Ritmo LatinoRitmo Latino,,,
1842,TRUE,FALSE,Lucia,Soledad (Viejecita),100%,hahaha,9583,Lucia,Soledad (Viejecita),Sound Of Italy France Connection,1990,Italy,"Balearic, House, Euro House",https://kollektivx.com/music-legacy-projects/9583-Lucia-Soledad-(Viejecita),https://www.discogs.com/release/1155952,https://kollektivx.com/music-legacy-projects/9583-Lucia-Soledad-(Viejecita),https://www.discogs.com/release/1155952,LuciaSoledad (Viejecita),,,9583
1843,TRUE,FALSE,Various,Olodum Vol. 4,100%,Berlusconi,9593,Various,Olodum Vol. 4,Cosmic Music Productions,2002,Austria,Tribal,https://kollektivx.com/music-legacy-projects/9593-Various-Olodum-Vol.-4,https://www.discogs.com/release/3047720,https://kollektivx.com/music-legacy-projects/9593-Various-Olodum-Vol.-4,https://www.discogs.com/release/3047720,VariousOlodum Vol. 4,,,9593
1844,TRUE,FALSE,Volcano (2),Neural Eclipse,100%,broomcup,9621,Volcano (2),Neural Eclipse,Spock,1995,Italy,Techno,https://kollektivx.com/music-legacy-projects/9621-Volcano-2-Neural-Eclipse,https://www.discogs.com/release/100327,https://kollektivx.com/music-legacy-projects/9621-Volcano-2-Neural-Eclipse,https://www.discogs.com/release/100327,Volcano (2)Neural Eclipse,,,9621
1845,TRUE,FALSE,Marco Bellini,Tiger Ts 24,100%,Spleen,9623,Marco Bellini,Tiger Ts 24,Mammut Records,1997,Italy,Progressive Trance,https://kollektivx.com/music-legacy-projects/9623-Marco-Bellini-Tiger-Ts-24,https://www.discogs.com/release/683433,https://kollektivx.com/music-legacy-projects/9623-Marco-Bellini-Tiger-Ts-24,https://www.discogs.com/release/683433,Marco BelliniTiger Ts 24,,,9623
1846,TRUE,FALSE,Digit Red,Untitled,100%,broomcup,9630,Digit Red,Untitled,Crome Recordings,1996,Germany,"Tech House, Minimal",https://kollektivx.com/music-legacy-projects/9630-Digit-Red-Untitled,https://www.discogs.com/release/787654,https://kollektivx.com/music-legacy-projects/9630-Digit-Red-Untitled,https://www.discogs.com/release/787654,Digit RedUntitled,,,9630
1847,FALSE,FALSE,Terry Wood,Canta En Español,100%,reachit,9634,Terry Wood,Canta En Español,Iempsa,1982,Peru,"Country Rock, Ballad, Soft Rock",https://kollektivx.com/music-legacy-projects/9634-Terry-Wood-Canta-En-Español,https://www.discogs.com/release/8279439,https://kollektivx.com/music-legacy-projects/9634-Terry-Wood-Canta-En-Español,https://www.discogs.com/release/8279439,Terry WoodCanta En Español,,,
1848,TRUE,FALSE,Biff'um Baff'um Boys,Bombers Over Baghdad E.P.,100%,broomcup,9638,Biff'um Baff'um Boys,Bombers Over Baghdad E.P.,G-Force Records (9),1990,UK,Techno,https://kollektivx.com/music-legacy-projects/9638-Biff'Um-Baff'Um-Boys-Bombers-Over-Baghdad-E.P.,https://www.discogs.com/release/122013,https://kollektivx.com/music-legacy-projects/9638-Biff'Um-Baff'Um-Boys-Bombers-Over-Baghdad-E.P.,https://www.discogs.com/release/122013,Biff'um Baff'um BoysBombers Over Baghdad E.P.,,,9638
1849,TRUE,FALSE,Shibuya (4),Acid In My House,100%,broomcup,9645,Shibuya (4),Acid In My House,Whirlpool Record,1993,Italy,"House, Progressive House",https://kollektivx.com/music-legacy-projects/9645-Shibuya-4-Acid-In-My-House,https://www.discogs.com/release/962142,https://kollektivx.com/music-legacy-projects/9645-Shibuya-4-Acid-In-My-House,https://www.discogs.com/release/962142,Shibuya (4)Acid In My House,,,9645
1850,FALSE,FALSE,Priscilla (3),"Come, Get My Love",100%,Berlusconi,9655,Priscilla (3),"Come, Get My Love",Injection Disco Dance Label,1990,Netherlands,House,"https://kollektivx.com/music-legacy-projects/9655-Priscilla-3-Come,-Get-My-Love",https://www.discogs.com/release/1254090,"https://kollektivx.com/music-legacy-projects/9655-Priscilla-3-Come,-Get-My-Love",https://www.discogs.com/release/1254090,"Priscilla (3)Come, Get My Love",,,
1851,TRUE,FALSE,L-Dopa,Drop Like A Bomb,100%,Wts,9673,L-Dopa,Drop Like A Bomb,Bigbang Records,1995,UK,"Garage House, Progressive House",https://kollektivx.com/music-legacy-projects/9673-L-Dopa-Drop-Like-A-Bomb,https://www.discogs.com/release/153051,https://kollektivx.com/music-legacy-projects/9673-L-Dopa-Drop-Like-A-Bomb,https://www.discogs.com/release/153051,L-DopaDrop Like A Bomb,,,9673
1852,TRUE,FALSE,Kandu,Passion,100%,Atlas,9679,Kandu,Passion,DSK Records (3),1990,Australia,Vocal,https://kollektivx.com/music-legacy-projects/9679-Kandu-Passion,https://www.discogs.com/release/12327617,https://kollektivx.com/music-legacy-projects/9679-Kandu-Passion,https://www.discogs.com/release/12327617,KanduPassion,,,9679
1853,TRUE,FALSE,Thomas Ribeiro,Letter To Marvin,100%,Xandy,9683,Thomas Ribeiro,Letter To Marvin,Not On Label,1990,UK,"UK Street Soul, Deep House, House",https://kollektivx.com/music-legacy-projects/9683-Thomas-Ribeiro-Letter-To-Marvin,https://www.discogs.com/release/4739300,https://kollektivx.com/music-legacy-projects/9683-Thomas-Ribeiro-Letter-To-Marvin,https://www.discogs.com/release/4739300,Thomas RibeiroLetter To Marvin,,,9683
1854,TRUE,FALSE,The Silents,Audiomatic EP,100%,Venetia.music,9689,The Silents,Audiomatic EP,Free Music,2004,Germany,"Electro, Techno, Tech House",https://kollektivx.com/music-legacy-projects/9689-The-Silents-Audiomatic-Ep,https://www.discogs.com/release/283734,https://kollektivx.com/music-legacy-projects/9689-The-Silents-Audiomatic-Ep,https://www.discogs.com/release/283734,The SilentsAudiomatic EP,,,9689
1855,TRUE,FALSE,Jan Mix,Dans Un Club,100%,_K_,9699,Jan Mix,Dans Un Club,Musidisc,1996,France,Euro House,https://kollektivx.com/music-legacy-projects/9699-Jan-Mix-Dans-Un-Club,https://www.discogs.com/release/3493067,https://kollektivx.com/music-legacy-projects/9699-Jan-Mix-Dans-Un-Club,https://www.discogs.com/release/3493067,Jan MixDans Un Club,,,
1856,FALSE,FALSE,Chimora,Uzobuya Nini?,100%,_K_,9700,Chimora,Uzobuya Nini?,EMI,1996,South Africa,"African, Kwaito",https://kollektivx.com/music-legacy-projects/9700-Chimora-Uzobuya-Nini?,https://www.discogs.com/release/21800944,https://kollektivx.com/music-legacy-projects/9700-Chimora-Uzobuya-Nini?,https://www.discogs.com/release/21800944,ChimoraUzobuya Nini?,,,
1857,TRUE,FALSE,Janet Jackson,Unreleased House Mixes,100%,Bazlamenace,9723,Janet Jackson,Unreleased House Mixes,Paramax,1996,UK,"House, Garage House",https://kollektivx.com/music-legacy-projects/9723-Janet-Jackson-Unreleased-House-Mixes,https://www.discogs.com/release/4032876,https://kollektivx.com/music-legacy-projects/9723-Janet-Jackson-Unreleased-House-Mixes,https://www.discogs.com/release/4032876,Janet JacksonUnreleased House Mixes,,,9723
1858,TRUE,FALSE,The Tailers,U Can Free Me,100%,SillyBear,9730,The Tailers,U Can Free Me,Houze Factory,1992,Belgium,"Deep House, House",https://kollektivx.com/music-legacy-projects/9730-The-Tailers-U-Can-Free-Me,https://www.discogs.com/release/1243832,https://kollektivx.com/music-legacy-projects/9730-The-Tailers-U-Can-Free-Me,https://www.discogs.com/release/1243832,The TailersU Can Free Me,,,9730
1859,TRUE,FALSE,Cardiac Swing,A Little Bit Of Money,100%,andrejsg,9737,Cardiac Swing,A Little Bit Of Money,Not On Label,,UK,"Euro House, Progressive House, Trance",https://kollektivx.com/music-legacy-projects/9737-Cardiac-Swing-A-Little-Bit-Of-Money,https://www.discogs.com/release/516107,https://kollektivx.com/music-legacy-projects/9737-Cardiac-Swing-A-Little-Bit-Of-Money,https://www.discogs.com/release/516107,Cardiac SwingA Little Bit Of Money,,,9737
1860,TRUE,FALSE,Vlú,Hey Morena,100%,__,9744,Vlú,Hey Morena,Not On Label (Vlú Self-released),1984,Portugal,African,https://kollektivx.com/music-legacy-projects/9744-Vlú-Hey-Morena,https://www.discogs.com/release/6918717,https://kollektivx.com/music-legacy-projects/9744-Vlú-Hey-Morena,https://www.discogs.com/release/6918717,VlúHey Morena,,,
1861,TRUE,FALSE,Decoy (7),Open Your Mind,100%,Jacopo,9745,Decoy (7),Open Your Mind,Slip 'n' Slide,1994,UK,House,https://kollektivx.com/music-legacy-projects/9745-Decoy-7-Open-Your-Mind,https://www.discogs.com/release/14223,https://kollektivx.com/music-legacy-projects/9745-Decoy-7-Open-Your-Mind,https://www.discogs.com/release/14223,Decoy (7)Open Your Mind,,,9745
1862,FALSE,FALSE,Off Line,Follow Me,100%,Amazonepaard,9759,Off Line,Follow Me,Natural Records,1996,Netherlands,"Tribal House, Disco, House, Breakbeat",https://kollektivx.com/music-legacy-projects/9759-Off-Line-Follow-Me,https://www.discogs.com/release/141824,https://kollektivx.com/music-legacy-projects/9759-Off-Line-Follow-Me,https://www.discogs.com/release/141824,Off LineFollow Me,,,
1863,TRUE,FALSE,"Ilana Iguana, Ryo Kawasaki & Satellites",Say Baby I Love You,100%,pippindrainwood,9760,"Ilana Iguana, Ryo Kawasaki & Satellites",Say Baby I Love You,Satellites,1988,USA,"Freestyle, House","https://kollektivx.com/music-legacy-projects/9760-Ilana-Iguana,-Ryo-Kawasaki-&-Satellites-Say-Baby-I-Love-You",https://www.discogs.com/release/2698111,"https://kollektivx.com/music-legacy-projects/9760-Ilana-Iguana,-Ryo-Kawasaki-&-Satellites-Say-Baby-I-Love-You",https://www.discogs.com/release/2698111,"Ilana Iguana, Ryo Kawasaki & SatellitesSay Baby I Love You",,,9760
1864,TRUE,FALSE,Disco Volante,Disco Volanté,100%,retrotek,9764,Disco Volante,Disco Volanté,Sub Culture,1994,UK,"Goa Trance, Tech Trance, Progressive House",https://kollektivx.com/music-legacy-projects/9764-Disco-Volante-Disco-Volanté,https://www.discogs.com/release/83539,https://kollektivx.com/music-legacy-projects/9764-Disco-Volante-Disco-Volanté,https://www.discogs.com/release/83539,Disco VolanteDisco Volanté,,,9764
1865,TRUE,FALSE,Gone To Earth,Time For Changes / Non Reality,100%,ricoysuaveyatusabe,9774,Gone To Earth,Time For Changes / Non Reality,Confusion Records,,UK,Progressive House,https://kollektivx.com/music-legacy-projects/9774-Gone-To-Earth-Time-For-Changes-Non-Reality,https://www.discogs.com/release/77764,https://kollektivx.com/music-legacy-projects/9774-Gone-To-Earth-Time-For-Changes-Non-Reality,https://www.discogs.com/release/77764,Gone To EarthTime For Changes / Non Reality,,,9774
1866,TRUE,FALSE,Face & Ramjac,Love Situation,100%,bobametropolis,9785,Face & Ramjac,Love Situation,Safe House Records,1999,UK,UK Garage,https://kollektivx.com/music-legacy-projects/9785-Face-&-Ramjac-Love-Situation,https://www.discogs.com/release/3423666,https://kollektivx.com/music-legacy-projects/9785-Face-&-Ramjac-Love-Situation,https://www.discogs.com/release/3423666,Face & RamjacLove Situation,,,9785
1867,TRUE,FALSE,Nemo (10),Dreaming,100%,ssanneclerk,9789,Nemo (10),Dreaming,Razor Records (3),1990,Australia,House,https://kollektivx.com/music-legacy-projects/9789-Nemo-10-Dreaming,https://www.discogs.com/release/518958,https://kollektivx.com/music-legacy-projects/9789-Nemo-10-Dreaming,https://www.discogs.com/release/518958,Nemo (10)Dreaming,,,
1868,TRUE,FALSE,Power Circle,It's So Good,100%,moritzho,9801,Power Circle,It's So Good,Deep Distraxion,1994,UK,"Progressive House, House",https://kollektivx.com/music-legacy-projects/9801-Power-Circle-Its-So-Good,https://www.discogs.com/release/256060,https://kollektivx.com/music-legacy-projects/9801-Power-Circle-Its-So-Good,https://www.discogs.com/release/256060,Power CircleIt's So Good,,,9801
1869,TRUE,FALSE,Fatheads,Music4Lunch,100%,ssanneclerk,9820,Fatheads,Music4Lunch,Flammable Records,2000,UK,Progressive House,https://kollektivx.com/music-legacy-projects/9820-Fatheads-Music4Lunch,https://www.discogs.com/release/39714,https://kollektivx.com/music-legacy-projects/9820-Fatheads-Music4Lunch,https://www.discogs.com/release/39714,FatheadsMusic4Lunch,,,9820
1870,TRUE,FALSE,Exposure,Love Quest / Fulminic,100%,vanishvanish,9829,Exposure,Love Quest / Fulminic,Stealth Records,1991,Netherlands,"Acid, Techno",https://kollektivx.com/music-legacy-projects/9829-Exposure-Love-Quest-Fulminic,https://www.discogs.com/release/50194,https://kollektivx.com/music-legacy-projects/9829-Exposure-Love-Quest-Fulminic,https://www.discogs.com/release/50194,ExposureLove Quest / Fulminic,,,9829
1871,TRUE,FALSE,Master C & J,In The City,100%,stevenzeeeee,9833,Master C & J,In The City,State Street Records,1987,USA,"Garage House, Deep House",https://kollektivx.com/music-legacy-projects/9833-Master-C-&-J-In-The-City,https://www.discogs.com/release/62213,https://kollektivx.com/music-legacy-projects/9833-Master-C-&-J-In-The-City,https://www.discogs.com/release/62213,Master C & JIn The City,,,9833
1872,TRUE,FALSE,Ballistic Mystic,Rock The Place,100%,_K_,9845,Ballistic Mystic,Rock The Place,Exist Dance,1999,USA,House,https://kollektivx.com/music-legacy-projects/9845-Ballistic-Mystic-Rock-The-Place,https://www.discogs.com/release/58001,https://kollektivx.com/music-legacy-projects/9845-Ballistic-Mystic-Rock-The-Place,https://www.discogs.com/release/58001,Ballistic MysticRock The Place,,,9845
1873,TRUE,FALSE,Skull Valley,Granite Mountain Morning,100%,_K_,9846,Skull Valley,Granite Mountain Morning,Exist Dance,1999,USA,"Ambient, Progressive House, Downtempo",https://kollektivx.com/music-legacy-projects/9846-Skull-Valley-Granite-Mountain-Morning,https://www.discogs.com/release/113591,https://kollektivx.com/music-legacy-projects/9846-Skull-Valley-Granite-Mountain-Morning,https://www.discogs.com/release/113591,Skull ValleyGranite Mountain Morning,,,9846
1874,TRUE,FALSE,"Constance, Vision (44)",Do You Love Him,100%,Atlas,9854,"Constance, Vision (44)",Do You Love Him,Rhythm Of Life (2),1993,South Africa,"Kwaito, House","https://kollektivx.com/music-legacy-projects/9854-Constance,-Vision-44-Do-You-Love-Him",https://www.discogs.com/release/16681620,"https://kollektivx.com/music-legacy-projects/9854-Constance,-Vision-44-Do-You-Love-Him",https://www.discogs.com/release/16681620,"Constance, Vision (44)Do You Love Him",,,9854
1875,FALSE,FALSE,Solitaire (3),Chasing Clouds,100%,SergoDeLoco,9876,Solitaire (3),Chasing Clouds,Phonogram,1993,Germany,Trance,https://kollektivx.com/music-legacy-projects/9876-Solitaire-Chasing-Clouds,https://www.discogs.com/release/746954,https://kollektivx.com/music-legacy-projects/9876-Solitaire-Chasing-Clouds,https://www.discogs.com/release/746954,Solitaire (3)Chasing Clouds,,,
